FIPS,Per_Farm_Sales_Less_10000,Per_Farm_Sales_10000_249999,Per_Farm_Sales_Gr_250000,MARKET_VALUE,Per_Crop_Sales,Per_Grain_Mark_Val,Per_Cotton_Mark_Val,Per_Tob_Mark_Val,Per_Other_Crop_Mark_Val,Per_Veg_Sale_Mkt_Val,Per_Fruit_Sales_Mkt_Val,Per_Nursery_Sales_Val,Per_Cut_Tree_Sales_Val,Per_Ani_Sales_Mark_Val,Per_Poul_Sales_Mark_Val,Per_Milk_Sales_Mrk_Val,Per_Cattle_Sales_Mrk_Val,Per_Hog_Sales_Mrk_Val,Per_Sheep_Sales_Mrk_Val,PER_AQ_SALES,PER_EQ_SALES,PER_SP_AN_SALES,Net_Income_Total,Net_Income_Per_Farm,Net_Income_Per_Producer,Net_Income_Per_Prod_Per_Farm,Dir_Sales_Per_Farm,Gov_Payments_Per_Farm,Per_Farm_Gov_Payment,Conserv_Payments_PerFarm,Fed_Pay_Per_Farm,CCC_Loan_Per_Farm,Per_Exp_Livestock,Per_Exp_Feeds,Per_Exp_Seed,Per_Exp_Fert,Per_Exp_Chem,Per_Exp_Interest,Market_Value_Land_perFarm,Mar_Val_Equip_perFarm,Per_Prod_Farmers,Per_Prod_Other,Per_Prod_Off_Farm_100Days,Prod_Aver_Age,Per_Prod_Over65,Per_Farms_LE35Years,Per_Farms_Beg_Prod,Per_Farms_Fem_Prod,Per_Farms_NAIA_Prod,Per_Farms_Asian_Prod,Per_Farms_Black_Prod,Per_Farms_Hawaiian,Per_Farms_White_Prod,Per_Farm_Latino,Farm_Num,Change_Farm_Num,Av_Farm_Size,Per_Farm_Tot_Land_Area,Farmland_Irrigated_Acres.Per_Acres,Per_Cropland_Total_Area,Crop_Per_Farmland,Har_Crop_Per_Farmland,Per_Irrigated_All_Cropland,Per_Pasture_Farmland,Per_Irrig_Pasture,Per_Farmland_Conserv,Per_Farmland_Crop_Insur,Per_Cropland_FerLime,Per_Cropland_Fert,Per_Cropland_Manure,Per_Cropland_Insecticide,Per_Crops_Herbicide,Per_Cropland_Fungicide,Per_Fam_Farm,Per_Farm_Corperate,Per_Farms_Internet,Per_Irrig_Cropland_.Corn_Harvest_Grain,Per_Cropland_.Corn_Harvest_Grain,Per_Corn_Silage_Harv_Cropland,Per_Sorghum_Grain_Irrigated,Per_Grain_Sorghum_Harv,Per_Irrig_Wheat_.Harvest,Per_Wheat_Harv_Cropland,Per_Barley_Harvest_Grain,Per_Oats_Grain_Cropland,Per_Rice_Harvest,Per_Rye_Harv_Crop,Per_Sunflower_Oil_Harv,Per_Sunflower_NonOil_Harv,Per_Canola_Harvest_Cropland,Per_Cotton_Harv_Cropland,Per_Cotton_Irrigated_Harvest,Per_Tobacco_Harvest_Cropland,Per_Soybean_Irrigated,Per_Soybean_Harvest_Cropland,Per_Drybean_Harvest_cropland,Per_DryPea_Harvest_Cropland,Per_Potatoes_Harvest_Cropland,Per_Sugarbeets_Harvest_Cropland,Per_Sugarcane_Harvest_Cropland,Per_Peanuts_Harvest_Cropland,Per_Forage_Harvest_Cropland,Per_Hay_Harvest_Cropland,Per_Alfalfa_Harvest_Cropland,Per_Alfalfa_Irrigated,Per_DryHay_Harvest_Cropland,Per_AlfalfaHaylage_Harvest_Cropland,Per_OtherHaylage_Harvest_Cropland,Per_Vegetables_Harvest_Cropland,Per_Asparagus_Harv_Veges,Per_SnapBeans_Harvest_Vege,Per_Broccoli_Harvest_Vege,Per_Cabbage_Harvest_Vege,Per_Cantaloupes_Harvest_Vege,Per_Cucumbers_Harv_Vege,Per_Lettuce_Harv_Vege,Per_Onions_Harvest_Vege,Per_GreenPeas_Harv_Vege,Per_SweetCorn_Harv_Vege,Per_Tomatoes_Harv_Vege,Per_Watermelons_Harv_Vege,Per_Strawberries_Harv_Cropland,Per_Orchards_Cropland,Per_Irrigated_Orchards_Cropland,Per_Apples_Orchards,Per_Avocados_Orchards,Per_SweetCherries_Orchards,Per_TartCherries_Orchards,Per_Grapes_Orchards,Per_Peaches_Orchards,Per_Pears_Orchards,Per_Plums_Orchards,Per_Grapefruit_Orchards,Per_Lemons_Orchards,Per_ValenciaOranges_Orchards,Per_Oranges_Orchards,Per_Almonds_Orchards,Per_Pecans_Orchards,Per_Walnuts_Orchards,Per_Farms_Floriculture,AN_OPER,FEM_AN_OPER,Per_Fem_Animal_OP,CROP_OPER,Fem_Crop_Prod,Per_Fem_Crop,Cattle_Operations,Milk_Operations,Poul_Total_Oper,Hog.Oper,TOT_SHEEP_Oper,EQUI_OPER,TOT_AQUA_OPER,OthAn_Oper,Grain_Oper,Toba_Oper,COTT_OPER,VEGE_OPER,HORT_OPER,FRUIT_OPER,CUTTREE_OPER,FCHay_Oper,CoverCropOp,OPER_GOVT_PROG,SilvoOper
17093,30.99,43.45,25.56,"101,617,000",92.38,76.32,0,0,0.51,2.56,0.15,12.69,0.15,7.62,0.06,0.5,4.99,2,0.01,0,0.01,0.05,22145212,70751,21168195,67630,46415,11202,60.7,1750,11577,119674,3.67,2.53,13.98,13.73,7.73,3.57,3991102,260029,53.47,46.53,38.32,58.5,39.05,13.1,24.28,47.6,0,0.64,0,0,100,0.64,313,-0.76,441,67.3,0.24,65.2,96.9,92.96,0.85,1.15,0,0.19,80.37,74.72,75.11,1.06,41.58,86.86,19.07,73.48,8.31,85.62,0,52.87,0.23,0,0,0,0.39,0.03,0,0,0,0,0,0,0,0,0,0,43.36,0,0,0,0,0,0,1.56,1.53,1.25,0,0.28,0.19,0.26,0.29,0.05,6.95,0.09,0.11,3.81,1.29,0.1,0.1,0,39.04,12.62,0.87,0,0.04,0,82.44,0,1.15,0.16,1.24,4.39,2.67,2.29,0,0,0,0,0,0,0,2.88,65,38,58.46153846,267,112,42,39,1,30,5,13,7,0,9,213,0,0,15,19,12,2,49,21,32,1
17095,34.47,38.34,27.2,"284,406,000",78.45,77.71,0,0,0.7,0.02,0.01,0.01,0,21.55,0.02,0,5.77,15.64,0.02,0,0.05,0.05,74738136,87618,65070055,76284,26584,11477,73.04,7642,9745,40000,5.56,9,13.47,12.94,9.65,4.26,3553390,247401,51.6,48.4,42.23,57.7,33.77,11.61,25.79,41.85,0,0,0,0,100,0.94,853,-0.02,485,90.3,0.01,77.52,85.83,82.07,0.01,6.71,0,2.6,69.18,78.4,77.47,2.69,48.59,88.19,17.83,80.54,6.45,82.65,0.01,52.9,0.25,0,0,0,0.14,0,0.04,0,0.01,0,0,0,0,0,0,0.45,43.22,0,0,0.02,0,0,0,3.41,3.18,2.39,0,0.79,0.12,0.22,0,0,4.23,0,0.11,28.05,1.29,2.48,2.23,0,1.05,7.75,26.98,0,0,0,0,0,12.72,0,89.66,0,0,0,0,0,0,0,0,0,0,0,293,140,47.78156997,614,233,38,245,0,17,48,26,7,0,14,550,0,0,7,1,4,0,166,76,298,14
17097,66.23,22.85,10.93,"39,068,000",85.19,17.74,0,0,1.69,5.63,0.36,59.74,0.02,14.81,0.65,5.5,2.01,0.02,0.11,0,3.22,3.3,6643620,21999,6660986,22056,20388,12808,10.93,4119,13265,0,1.06,6.29,16.59,3.91,3.21,2.27,1230772,102194,42.14,57.86,44.08,58.5,36.31,11.59,30.46,62.25,0,0.33,0.66,0,99.01,5.3,302,-0.73,101,10.8,1.38,8.4,78.06,73.83,1.84,6.85,0.29,0.54,51.25,57.76,57.52,5.9,23.5,78.1,0.79,80.46,12.25,77.81,1.84,41.87,0,0,0,0,2.82,0,0.81,0,0,0,0,0,0,0,0,0.45,33.56,0,0,0.01,0,0,0,15.01,14.99,8.29,0,6.7,0,0.26,1.41,1.7,2.07,2.73,1.04,0.09,1.1,4.68,0.85,0.13,38.1,9.02,0.87,0,0.25,0.02,79.01,0,0.66,0.16,13.72,1.65,2.63,0.04,0,0,0,0,0,0,0,7.28,126,89,70.63492063,152,77,51,14,1,37,10,12,21,0,56,48,0,0,30,46,17,9,55,10,6,4
17099,32.82,39.24,27.94,"370,945,000",94.13,90.56,0,0,0.29,1.08,0.01,2.19,0.01,5.87,0.01,0,3.69,1.69,0.26,0.2,0.01,0.01,126373044,84474,104836654,70078,3760,11815,72.13,2980,11660,28895,3.38,1.78,16.55,14.21,11.2,4.99,3495212,265453,46.84,53.16,43.89,59.1,36.39,8.69,26.74,41.31,0,0.2,0,0,99.67,0.67,1496,-0.27,383,78.9,1.06,75.07,95.17,92.43,1.14,1.93,0,1.31,83.21,79.55,79.47,1.55,46.53,94.15,17.1,84.09,3.34,81.55,1.95,51.89,0.22,0,0,0,0.36,0,0.02,0,0,0,0,0,0,0,0,0.45,45.61,0.01,0,0,0,0,0,1.03,0.95,0.76,0,0.19,0.05,0.04,0.87,0.09,0.11,0,0,0.09,0.02,0.03,0.02,39.55,49.06,0.18,0.87,0,0.02,0,11.59,0,0,0.16,37.97,0.47,2.63,0,0,0,0,0,0,0,40,1.4,301,174,57.80730897,"1,179",455,39,211,0,46,34,59,8,1,20,"1,049",0,0,69,31,13,2,184,87,553,13
17101,41.78,31.22,27,"156,361,000",71.44,68.17,0,0,0.08,3,0.03,0.16,0,28.56,8.88,0.11,1.03,18.51,0.03,0,0.01,0.01,37869070,88895,27426901,64382,11354,23726,71.83,5635,24217,256940,9.64,13.16,12.07,13.31,8.63,6.15,2983608,327369,48.65,51.35,40.14,54.1,28.11,15.73,29.58,45.31,0,0,0.23,0,99.77,0.47,426,0.52,528,94.4,12.93,86.29,91.37,88.6,10.06,1.16,0.09,2.3,81.48,79.83,79.61,4.44,45.04,94.28,28.31,83.1,4.23,71.13,16.89,47.6,0.25,0,0,16.09,2.64,0.03,0,0,0,0,0,0,0,0,0,11.66,48.85,0,0,0.02,0,0,0,0.83,0.82,0.09,0,0.73,0,0.05,0.41,0.05,14.91,0.09,0.11,0.09,1.29,0.1,0.1,0.05,24.5,1.74,26.98,0,0.01,0,17.29,0,0,0,89.66,0,2.63,0,0,0,0,0,0,0,0,0.7,85,54,63.52941176,300,122,41,56,3,19,17,6,4,0,10,279,0,0,6,4,6,0,34,47,128,7
17103,33.65,33.53,32.81,"278,873,000",89.76,84.3,0,0,0.23,0.43,0.4,3.9,0.5,10.24,0.59,0.02,3.54,6.06,0.02,0,0,0.01,66914392,80426,59747594,71812,15691,15747,70.91,3914,15773,145449,3.84,3.31,14.52,15.02,9.33,4.76,4085091,320174,51.91,48.09,41.8,57.3,33.48,12.02,24.64,41.47,0,0.72,0.36,0,99.64,1.32,832,-0.02,471,84.5,6.09,80.7,95.48,93.32,10.06,2.06,0.09,1.14,81.12,85.12,85.21,1.86,45.16,92.6,19.03,84.62,5.17,81.25,6.87,63.66,0.11,0,0,12.25,0.3,0,0.04,0,0.03,0,0,0,0,0,0,5.73,34.06,0,0,0.02,0,0,0,1.01,0.96,0.69,0.23,0.28,0.03,0.02,0.61,0.05,0,0,0,0,0,0,0,59.22,36.23,1.74,0,0,0,0,63.27,0,12.72,0,16.75,0,0,0,0,0,0,0,0,0,0,0.12,200,106,53,606,240,40,170,3,45,40,17,4,0,15,559,0,0,26,6,2,1,93,45,254,8
17105,27.8,36.1,36.1,"408,373,000",85.25,84.69,0,0,0.13,0.03,0,0.4,0,14.75,0.2,1.48,2.67,10.3,0.08,0,0.02,0,158235867,120515,126314405,96203,12495,9011,57.88,5634,7584,58791,5.05,7.19,17.44,15.21,9.72,4.28,3764261,280950,50.48,49.52,44.93,57,34.07,14.55,26.58,33.36,0,0.08,0,0,100,0.76,1313,-0.13,457,89.9,0.02,86.99,96.8,93.82,0.02,1.01,0,1.97,89.28,72.52,72.56,2.9,35.82,93.98,18,86.52,3.73,84.31,0,49.65,0.1,0,0,0,1.04,0,0.12,0,0.03,0,0,0,0,0,0,0.45,48.75,0,0,0,0,0,0,0.65,0.59,0.43,0,0.16,0.03,0.05,0.01,6.36,5.38,0.09,1.96,0,2.44,2.48,0.73,0,5.62,5.13,0.87,0,0,0,31.49,0,0.19,0.16,0,26.24,15.01,2.39,0,0,0,0,0,0.17,2.39,0.3,250,113,45.2,"1,036",324,31,189,16,28,60,35,9,0,10,993,0,0,28,9,3,0,110,146,494,2
17107,31.92,34.11,33.97,"245,683,000",90.51,90.15,0,0,0.05,0.19,0.06,0.05,0.01,9.49,0,0,0.65,8.66,0.02,0,0.15,0.01,87842999,128613,71067403,104052,9737,7820,79.8,7497,4748,153115,2.51,5.27,16.96,15.36,11.76,3.73,4343867,297104,52.37,47.63,39.11,59.2,37.46,12.45,24.6,38.07,0,0.15,0,0,99.85,0,683,-0.66,518,89.5,0.73,85.47,95.49,91.99,0.79,1.1,0,2.57,85.95,77.77,77.81,1.76,31.9,93.55,7.1,82.72,6.44,79.94,0.97,53.78,0.06,0,0,0,0.24,0,0.09,0,0.07,0,0,0,0,0,0,0.59,45.09,0,0,0.02,0,0,0,0.72,0.65,0.42,0,0.23,0.05,0.04,0.12,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.15,0.02,1.78,0,0.19,0.16,89.66,0.47,2.63,0.04,0.01,0,0.01,0.01,0,0.17,0,0.29,135,63,46.66666667,518,183,35,97,0,12,29,19,8,0,11,486,0,0,7,2,2,4,62,44,267,0
17109,31.84,39.34,28.82,"214,064,000",82.9,82.13,0,0,0.41,0.06,0,0.28,0.02,17.1,0.01,0,4.18,12.7,0.16,0,0.02,0.02,68763427,90478,56232211,73990,8450,6613,66.84,5415,5622,65548,4.39,7.83,14.2,13.42,10.5,4.93,3037172,233227,47.64,52.36,43.8,56.7,33.65,18.55,29.61,46.32,0,0,0,0,99.74,0.92,760,0.12,414,83.4,0.02,72.25,86.59,84.6,0.85,6.86,0.09,1.17,77.78,74.04,72.72,2.57,37.07,94.96,14.37,82.11,7.63,79.74,2.5,51.4,0.15,0,0,0,0.09,0,0.04,0,0.03,0,0,0,0,0,0,0,45.51,0,0,0.02,0,0,0,2.78,2.48,1.52,0,0.96,0.16,0.24,0.01,2.66,1.08,0.09,0.11,0,0,0.1,0.1,0,37.05,6.83,0.87,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0.53,280,133,47.5,602,228,38,254,0,31,24,49,7,0,14,516,0,0,7,6,6,3,176,92,121,20
17111,53.46,32.46,14.07,"163,752,000",75.33,53.32,0,0,1.76,4.61,0.93,13.94,0.76,24.67,0.43,6.08,13.17,2.64,0.49,0.02,0.75,1.1,12765173,14489,15044921,17077,44112,15561,30.65,6731,15517,220561,5.99,7.76,11.85,8.56,4.71,5.68,2256366,174498,51.19,48.81,42,58,35.85,12.6,29.97,60.16,0,0.79,0,0.34,98.86,4.31,881,-0.16,236,54,4.62,49.13,91.04,87.27,10.06,2.91,0.09,1.01,71.71,72.98,72.52,2.99,38.06,89.71,14.95,78.21,11.69,80.59,5.44,51.13,1.12,0.01,0.03,0.06,1.6,0,0.08,0,0,0,0,0,0,0,0,3.57,36.9,0,0,0.03,0,0,0,6.42,5.94,4.31,0.29,1.63,0.63,0.11,0.91,0.05,1.49,0.22,0.22,1.12,0.5,0.19,2.23,10.93,50.37,5.13,1.52,0,0.11,0.02,84.9,0,0.19,0.63,10.81,0.72,1.21,0,0,0,0,0,0,0,0,3.52,318,218,68.55345912,567,293,52,175,27,113,39,46,42,1,62,294,0,0,59,77,44,18,232,59,64,8
17113,33.69,35.59,30.72,"457,062,000",85.03,84.47,0,0.01,0.22,0.12,0.01,0.21,0.01,14.97,0.02,6,0.95,7.97,0.02,0,0.01,0.01,157881533,111498,121506154,85809,12100,9060,73.02,5383,7745,108394,2.61,7.91,14.99,14.32,9.88,3.36,4310555,280498,46.7,53.3,44.83,58.4,36.4,11.86,25.14,39.19,0.49,0.21,0,0,99.22,0.28,1416,-0.24,438,81.9,0.51,79.22,96.75,93.72,0.55,0.95,0,1.57,85.8,78.65,78.6,1.87,38.15,94.01,17,84.68,5.51,81.07,0.86,48.51,0.35,0.01,0.03,0,0.32,0,0.03,0,0.03,0,0,0,0,0,0.02,0.25,50.04,0,0,0.02,0,0,0,0.65,0.6,0.48,0,0.12,0.03,0.03,0.02,0.05,2.07,3.49,8.06,0.09,2.29,4.14,0.1,0.87,10.02,23.42,0.87,0,0.01,0.02,40.32,0,0.19,0.16,34.56,0.47,0.04,0.04,0,0,0,0,0,0.17,13.17,0.71,244,123,50.40983607,"1,103",413,37,179,8,36,40,38,7,0,13,997,2,0,35,13,13,1,146,119,444,10
17115,37.69,32.43,29.88,"180,004,000",97.73,95.64,0,0,0.15,0.05,0.07,1.2,0.62,2.27,0,0,2.06,0,0.02,0,0.1,0.09,60682631,103027,49644410,84286,2603,11773,69.44,4138,11065,106743,1.59,0.66,17.68,16.79,9.82,3.71,4356859,281637,51.4,48.6,38.29,57.6,34.13,14.77,29.2,42.11,0.17,0.34,0,0,99.83,0.51,589,-0.68,471,74.6,0.05,72.1,96.58,94.56,0.04,0.77,2.06,1.02,83.71,76.7,76.69,0.46,28.35,93.18,8.03,84.55,7.3,84.55,2.5,49.19,0.06,0,0,0,0.52,0,0.04,0,0.03,0,0,0,0,0,0,0.45,49.27,0,0,0,0,0,0,0.86,0.8,0.36,0,0.44,0.01,0.1,0.01,1.11,2.22,0.83,1.11,0.83,2.78,2.22,1.11,0,1.94,3.61,1.11,0,0.01,0,14.83,0,7.22,0.16,10.27,53.78,5.7,0,0,0,0,0,0,0.17,8.37,1.36,89,43,48.31460674,489,195,40,67,0,7,5,10,9,0,4,412,0,0,10,13,13,2,79,54,169,5
17117,45.25,33.62,21.13,"236,494,000",82.62,81.89,0,0,0.36,0.01,0.18,0.16,0.02,17.38,0.03,2.52,5.69,9.07,0.03,0,0.02,0.02,60668079,51897,49439677,42292,6541,6614,63.47,5599,4261,80572,4.93,6.48,13.94,15.06,8.6,6.29,2589379,203190,43.77,56.23,45.92,58,32.8,12.75,24.21,39.52,0.09,0.51,0.26,0,99.32,1.2,1169,-0.08,360,76.2,0.01,64.34,84.47,79.14,0.85,5.46,0.09,3.82,69.99,79,77.99,1.78,38.44,90.56,10.27,84.43,4.88,74.68,0,49.51,0.86,0,0,0,1.76,0,0,0,0.01,0,0,0,0,0,0,0,45.9,0,0,0.02,0,0,0,2.43,2.09,0.68,0,1.41,0.04,0.33,0.01,23.11,2.27,0.09,0,0.09,0,0.1,0.1,0,1.14,1.74,0.87,0,0.05,0.02,56.92,0,0.49,0.16,4.9,28.64,0.04,0.49,0,0,0,0,0,0.17,0,0.34,337,153,45.40059347,812,282,35,307,7,41,17,22,9,0,23,705,0,0,13,7,17,2,168,120,442,5
17119,49.49,33.83,16.68,"174,703,000",89.86,83.46,0,0,0.6,3.61,0.18,2.01,0,10.14,0.02,3.82,4.35,1.5,0.07,0,0.35,0.03,43414671,40236,34548792,32019,17628,10542,56.07,3788,10644,40954,1.39,4.18,15.4,15.53,10.3,4.34,2571906,176232,37.14,62.86,48.95,58.6,36.01,10.29,23.17,47.36,0.19,0.37,0.28,0,99.35,2.22,1079,-0.14,295,69.6,0.16,62.82,90.28,87.06,0.85,3.55,0.09,1.5,72.77,82.21,81.87,1.73,43.82,92.15,7.09,83.6,8.06,78.96,2.5,43.85,0.35,0,0,0,5.88,0,0,0,0.03,0,0,0,0,0,0,0.45,49.59,0,0,0,0,0,0,2.57,2.23,1.11,0,1.12,0.14,0.27,0.84,0.05,1.49,0.09,0.06,0.09,0.11,0.1,0.07,0,30.26,0.37,0.87,0,0.05,0,27.81,0,1.34,0.16,20.4,21.88,1.62,2.39,0,0,0,0,0,18.35,2.39,0.83,338,182,53.84615385,760,302,40,298,11,32,15,32,42,0,22,591,0,0,33,18,31,5,207,75,158,3
17121,64.34,26.1,9.56,"111,852,000",70.83,69.86,0,0,0.61,0.11,0.05,0.15,0.05,29.17,14.4,0,7.03,7.5,0.02,0,0.17,0.05,35857122,35714,30165278,30045,2970,8806,76.1,4856,8223,40000,4.98,10.88,12.84,14.76,10.48,5.31,1210249,147171,32.79,67.21,49.13,58.8,38.11,10.36,24.6,47.01,0.3,0.1,0.1,0,99.7,0.7,1004,-0.69,248,67.9,0.09,55.6,81.88,73.21,0.07,6.07,0.55,7.59,66.48,75.36,74.04,1.4,45.55,80.84,7.33,89.24,2.99,73.41,0,37.32,0.21,0.01,0.03,0,5.63,0,0,0,0,0,0,0,0,0,0,0.45,55.44,0,0,0,0,0,0,4.42,4.09,0.7,0,3.39,0.09,0.28,0.41,0.05,1.49,0.09,0.11,0.09,1.29,0.1,0.1,0.05,1.05,1.74,0.87,0,0.01,0.02,31.49,0,0,0,34.56,26.24,2.63,0,0,0,0,0,0,16.75,0,0.8,222,124,55.85585586,566,248,44,204,0,39,14,11,8,0,16,438,0,0,6,15,8,1,172,58,505,7
17123,30.08,41.31,28.6,"119,546,000",96.72,94.92,0,0,0.29,0.94,0.57,0.01,0.01,3.28,0.03,0.34,2.53,0.03,0.34,0,0.01,0,39138364,82920,31833618,67444,6442,10998,79.45,3733,10913,40000,0.57,0.88,17.5,15.72,10.07,5.79,3396974,245161,45.82,54.18,44.36,58.8,35.86,9.75,27.75,34.53,0,0,0,0,100,0.64,472,0.32,421,80.2,1.48,72.99,91,88.75,0.85,3.85,1.92,1.28,80,82.67,81.15,1.43,48.91,94.03,28.97,85.17,2.97,82.42,1.67,54.47,0.32,0,0,0,0.58,0,0.11,0,0.07,0,0,0,0,0,0,0.86,42.35,0,0,0.02,0,0,0,1.76,1.67,1.49,0,0.18,0.12,0.06,0.38,0,1.49,0.09,0,0.44,1.29,0.1,0,0,88.32,1.74,0,0,0.05,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,60,50.42016807,379,129,34,85,2,36,7,11,3,0,0,350,0,0,11,1,4,2,54,61,143,5
17125,41.42,29.93,28.65,"192,915,000",88.89,82.85,0,0,0.17,5.71,0,0.16,0,11.11,0,0,0.77,10.3,0.01,0.01,0,0.02,61677367,112550,45967663,83883,1630,13572,86.68,13452,5775,74614,4.49,5,13.69,18.11,12.18,4.72,3974753,352375,48.06,51.94,42.8,58.4,37.17,10.58,29.01,27.74,0,0.18,0,0,99.64,2.01,548,0.5,569,90.4,43.89,83.82,92.73,84.03,52.13,1.73,4.47,6.75,69.54,77.48,77.08,0.72,42.98,86.25,17.32,89.42,2.74,73.91,53.74,48.97,0.03,75.99,0.11,61.35,1.24,0,0.05,0,0.29,0,0,0,0,0,0,43.11,39.22,0,0,0.02,0,0,0,0.78,0.73,0.5,0.23,0.23,0,0.26,3.56,0,30.08,0,3.54,0.47,0,0,0,2.09,4.84,1.74,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,84,21,25,347,77,22,81,0,4,13,6,0,1,4,339,0,0,40,5,0,0,39,72,329,0
17127,63.79,24.94,11.27,"45,840,000",86.5,85.05,0,0,0.5,0.05,0.9,0,0,13.5,0.01,0,13.04,0.02,0.35,0,0.08,0.01,11319739,27146,10037480,24071,38897,12365,63.07,6869,10428,5000,4.5,2.6,12.67,11.78,9.61,9.16,1100621,176306,50.31,49.69,35.67,58.1,40.65,11.99,29.74,43.88,2.64,0,1.44,0,96.4,1.2,417,0.06,284,78.1,8.74,62.92,80.58,70.37,10.06,9.41,0.09,7.37,55.48,58.06,57.13,0.44,35.48,83.25,9.11,90.65,2.4,77.7,26.01,26.94,0.18,0,0,0,1.91,0,0.09,0,0,0,0,0,0,0,0,8.13,66.02,0,0,0,0,0,0,5.86,5.73,0.24,0,5.48,0,0.2,0.41,2.66,1.49,0.09,0.11,0.09,1.29,2.48,0.1,0.05,11.85,1.74,0.87,0,0.11,0,0,0,0,0,0,53.78,0,0,0,0,0,0,0,16.75,0,0,128,68,53.125,213,84,39,134,0,13,6,19,7,0,2,143,0,0,3,0,4,0,81,36,144,1
17129,42.75,33.42,23.83,"89,655,000",93.15,92.32,0,0,0.55,0.01,0.07,0.2,0,6.85,0.01,0,4.73,2.03,0.06,0,0.01,0.01,30664675,79442,24667089,63904,8849,13872,70.98,8210,11255,168994,1.82,2.99,16.48,15.77,9.96,4.52,3399115,261654,47.49,52.51,40.75,57.7,34.01,12.44,25.13,41.19,0,0,0,0,100,1.55,386,0.21,435,83.5,2.26,69.08,82.72,77.55,2.92,7.56,0,4.97,67.9,78.27,76.77,1.63,39.9,93.66,13.11,80.31,5.18,80.57,3.78,52.31,0.33,0.01,0.03,0,0.82,0,0,0,0,0,0,0,0,0,0,2.07,45.02,0,0,0,0,0,0,2.04,1.89,1.28,0.23,0.6,0.19,0.26,0,16.67,1.49,0,3.54,0,1.29,0,0,0,1.05,1.74,0,0,0.01,0,17.29,0,0,0,60.44,0.47,0.04,0,0,0,0,0,0,0,2.39,1.3,104,51,49.03846154,270,108,40,91,0,6,7,8,5,0,2,240,0,0,3,6,8,0,63,30,160,6
17131,45.05,32.49,22.46,"217,524,000",71.91,71.37,0,0,0.51,0.01,0.01,0.01,0.01,28.09,0.01,0.01,2.24,25.75,0.02,0,0.05,0.01,69408516,92792,61889861,82740,3084,11506,76.74,6512,9446,108688,6.65,15.19,11.27,11.34,8.28,5.11,2471925,197201,46.63,53.37,42.16,58.2,35.83,12.03,21.66,42.65,0.27,0,0,0,100,0.53,748,0.21,377,78.6,2.78,68.86,87.63,82.02,0.85,5.56,1.92,4.22,75.22,80.29,80.33,2.22,43.67,87.95,12.96,86.36,3.07,78.21,3.75,53.2,0.04,0.01,0.03,12.25,0.16,0,0.06,0,0.08,0,0,0,0,0,0,2.83,43.55,0,0,0,0,0,0,2.87,2.71,2.42,0,0.29,0.03,0.15,0,35,6.95,0,0,0,1.29,0,0,0,11.85,0,0.87,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,16.75,20.28,0.13,211,90,42.65402844,482,168,35,181,1,17,46,10,18,0,5,414,0,0,5,3,3,1,139,72,360,7
17133,55.63,27.99,16.37,"88,151,000",74.54,70.91,0,0,0.26,1.12,0.25,2,0,25.46,0.04,8.24,3.51,13.58,0.06,0,0.03,0,22297591,39256,17140864,30178,4497,12442,59.51,2583,12715,5000,3.49,12.46,15.01,13.57,9.3,5.19,2065789,215520,41.33,58.67,43.92,57.7,34.01,12.5,24.82,39.44,0,0.35,0,0,99.82,0.88,568,0.04,310,71.5,1.79,61.29,85.71,81.08,2.2,3.5,0.21,1.26,65.02,76.16,74.72,2.57,24.35,86.19,9.47,83.1,5.63,75.7,4.34,34.73,1.07,0,0.57,0.06,16.46,0.03,0.09,0,0,0,0,0,0,0,0,0.67,53.81,0,0,0,0,0,0,3.53,3.23,1.57,0.23,1.65,0.12,0.41,0.16,0.3,0,0.09,20.04,0,1.29,0.52,0,0,11.85,21.38,6.37,0,0.01,0,17.29,0,0,0.16,61.9,10.6,0,0,0,0,0,0,0,0,0,0.7,184,73,39.67391304,335,111,33,175,7,29,15,19,5,0,12,284,0,0,16,5,7,0,76,48,107,7
17135,47.7,28.21,24.09,"263,034,000",85.59,85.25,0,0,0.23,0.02,0.01,0.09,0.01,14.41,0.01,1,1.85,11.46,0.05,0,0.04,0,78410010,73486,65367444,61263,2937,8500,76.94,7403,5331,299597,4.22,5.61,14.33,15.32,8.83,5.97,2992259,254828,48.16,51.84,41.32,58.8,36.39,10.22,23.62,40.39,0,0.28,0.28,0,99.63,0.56,1067,0.2,411,97.4,0.24,88.41,90.73,86.21,0.85,2.79,0,3.74,75.79,79.2,78.57,1.6,31.91,92.42,12.4,80.97,10.4,79.94,2.5,49.48,0.09,0,0,0,2.01,0,0,0,0.02,0,0,0,0,0,0,0.45,47.51,0,0,0,0,0,0,1.76,1.56,0.42,0,1.14,0.07,0.14,0.01,2.66,12.94,0,0.11,10.29,1.47,0.1,0.1,0,1.05,18.53,9.74,0,0.01,0.02,0,0,0,0,16.44,0,0,0,0,0,0,0,0,83.56,0,0.37,278,102,36.69064748,696,231,33,209,6,29,29,59,8,0,6,614,0,0,11,5,5,2,129,102,481,4
