GEOID,futExAst,futInFlood,futLaborLost,futCoastPL.x,pc2020q0.5,PC2040q0.5,PC2080q0.5,VC2020q0.5,VC2040q0.5,VC2080q0.5,YL2020q0.5,YL2040q0.5,YL2080q0.5,hpl852020B,hp852040B,HPL2080B,LLP2020Bq0.5,LLP8.52040q0.5,LPL852080Bq0.5,mort2020b,mort2040b,mort2080b,watStress2030,watStress2040,watSupply2030,watSupply2040,seasVar2030,seasVar2040,slopeHisp,whiteSlope,slopeBlack
5021,14.58668266,0.132556023,63.50951402,NA,-6.16E-04,0.169243619,0.440097554,0.274805872,1.070723067,2.815788693,-0.541205671,-10.51305731,-37.12250026,-0.249631454,-0.746453905,-1.857004511,-0.036968323,-0.106642814,-0.362402466,5.996700501,15.38607176,33.59759363,0.400058128,0.421809592,0.358639969,0.352136648,0.639436824,0.654101926,0.440035109,-0.575144251,0.116757604
5023,31.59283795,-0.059084098,54.78943776,NA,0.005977364,0.163447877,0.369350252,0.187276173,1.072965389,2.844544537,NA,NA,NA,-0.281136354,-0.691364462,-1.77964223,-0.060777468,-0.117295922,-0.358408012,4.80883496,11.49740482,27.66839792,0.239520074,0.252849309,0.430439653,0.422991003,0.586378692,0.596696154,0.204220357,-0.387743191,0.036442242
5025,67.3399947,0.100613724,68.52954597,NA,-0.038759805,0.07332324,0.210224395,0.20516353,0.965563001,2.625678608,NA,NA,NA,-0.323157603,-0.73280922,-1.905564551,-0.066632413,-0.138680082,-0.406221663,4.305649673,9.289160309,26.02311173,0.119702265,0.116354146,0.45338823,0.472678926,0.720689511,0.72556439,0.549521447,-0.428012361,-0.120051867
5027,93.00117883,0.168068432,62.07010549,NA,-0.028290102,0.047580368,0.142306323,0.268702677,0.835262154,2.523250579,NA,NA,NA,-0.397402305,-0.798425215,-2.042071189,-0.079490572,-0.162265375,-0.450632588,5.91519003,13.24905269,37.14305957,0.069761694,0.068211102,0.846191401,0.852136343,0.560550978,0.566695499,0.170027784,-0.011422928,-0.297550086
5029,31.63618586,0.04798283,61.98395006,NA,-0.020984179,0.090728644,0.181832402,0.190423715,0.936312438,2.556015055,-8.669534158,-15.4211845,-41.0007213,-0.345415062,-0.809585038,-1.979927714,-0.091428042,-0.1767897,-0.451062895,5.218097349,12.5344839,32.31275264,0.120406828,0.12585914,0.94927298,0.930280291,0.380746574,0.385992545,0.285457514,-0.311215118,-0.042759491
5031,27.17348021,0.116315675,63.0414092,NA,0.017172495,0.15676406,0.385106385,0.245735242,1.06850113,2.723473736,0.017024191,-1.968764091,-21.88173137,-0.23910008,-0.738523503,-1.870157005,-0.053455676,-0.118435643,-0.389463428,3.110055978,8.495185509,20.53774842,0.500581252,0.52734306,1.593633734,1.54181148,0.647508767,0.66509969,0.084105939,-0.250695242,0.161312252
5033,21.62028443,-0.303075535,60.14429815,NA,-0.020669729,0.114481231,0.244702317,0.17952027,0.91857343,2.613699682,-10.87058567,-19.33552265,-43.68476276,-0.331994999,-0.76776256,-1.910259791,-0.086388055,-0.162991498,-0.422076271,4.471809917,10.5382134,26.13498071,0.120422986,0.125877503,0.950669851,0.931638621,0.381006878,0.386257757,0.579342222,-0.663734855,0.056245525
5035,23.47088402,-0.048930034,64.35525522,NA,0.012042913,0.133401352,0.320897072,0.264305117,1.080549452,2.657212115,-5.007569601,-11.54183511,-37.63996897,-0.287125517,-0.770212235,-1.978905182,-0.059950268,-0.130084817,-0.421908141,4.578205565,11.54941903,28.42947174,0.501310916,0.527673851,14.61609241,14.08091045,0.623431008,0.644297079,0.332521786,-0.317981097,-0.023348445
5037,29.6436033,0.062536056,65.07709299,NA,0.022667341,0.172007391,0.382895409,0.222464669,1.100026329,2.747977213,-7.295594072,-13.89992278,-43.30231816,-0.249535449,-0.707292496,-1.88930518,-0.039773232,-0.098388674,-0.379612173,4.432853467,11.06182495,27.49429087,0.300599249,0.316563747,20.03972908,19.31502225,0.576657137,0.596099729,0.265368709,-0.31912308,-0.06927309
5039,72.12896651,-0.114442257,65.90439901,NA,-0.038759805,0.07332324,0.210224395,0.20516353,0.965563001,2.625678608,NA,NA,NA,-0.323157603,-0.73280922,-1.905564551,-0.066632413,-0.138680082,-0.406221663,5.690010594,12.27582934,34.39011362,0.119702265,0.116354146,0.45338823,0.472678926,0.720689511,0.72556439,0.745534517,-0.406205617,-0.352544572
5041,56.69980831,0.88771861,64.43496815,NA,-0.020461604,0.064720219,0.18148175,0.194576779,0.940728303,2.494676263,-3.548831301,-8.083179264,-33.34620632,-0.347732507,-0.828729997,-2.099067533,-0.062530186,-0.165031863,-0.479459856,6.258438879,14.63781506,38.26024362,0.076318464,0.077864618,104.4185472,100.826617,0.539242299,0.550010198,0.965135633,-0.43060207,-0.563495662
5043,77.75085707,0.028959948,64.83478738,NA,-0.023967658,0.043355829,0.140847226,0.190414129,0.930621425,2.492364358,-4.222034737,-8.370565584,-32.57869209,-0.373836445,-0.840217748,-2.099453442,-0.080928908,-0.178207921,-0.479468586,4.982916937,12.05051687,32.56195968,0.119702265,0.116354146,0.45338823,0.472678926,0.720689511,0.72556439,0.239125444,-0.401906472,0.073241276
5045,33.71162032,0.1824503,63.58183316,NA,-0.016275649,0.113429589,0.265168376,0.168215278,0.982492061,2.642404412,-8.731957132,-14.51654846,-39.34768294,-0.311952197,-0.750064277,-1.904397557,-0.076740651,-0.152212475,-0.422798452,3.227468755,8.600305642,21.76417455,0.130940759,0.137089677,0.903389296,0.885417518,0.398931912,0.404626386,0.025947002,-0.224951513,0.186801925
5047,12.03414523,-0.119061061,52.22313471,NA,-0.001295411,0.156792205,0.311681225,0.197393846,0.971095275,2.683643988,-10.42194205,-18.19869909,-50.90269873,-0.30986695,-0.729867877,-1.798901913,-0.074190794,-0.144880175,-0.391027126,4.624724047,11.16782771,28.76424934,0.124330339,0.130042112,0.932182954,0.913570518,0.38751996,0.392932982,0.472404052,-0.653969073,0.053143411
5049,26.36909871,-0.077543954,56.61459227,NA,0.040032385,0.222717363,0.48695831,0.308142192,1.100128115,2.971189023,NA,NA,NA,-0.275645299,-0.697999839,-1.726849422,-0.03905761,-0.088055548,-0.307209774,3.732866965,9.065516063,21.38822692,0.261242477,0.276008209,0.335821235,0.330477844,0.62387934,0.635121678,0.368804944,-0.478518014,0.099578634
5051,52.31029762,-0.120716881,54.75238979,NA,-0.032129518,0.096695958,0.229887214,0.202794252,0.918939079,2.611828837,NA,NA,NA,-0.310104118,-0.718389218,-1.806627236,-0.086931761,-0.155426745,-0.410343303,5.694081529,14.36187335,38.55040297,0.119703182,0.116366509,0.454033226,0.473274127,0.720247348,0.72512271,0.172011305,-0.309141721,0.11224958
5053,65.68788832,0.042786374,66.98515404,NA,-0.038201317,0.070769406,0.175581887,0.16047155,0.946385113,2.55413465,NA,NA,NA,-0.339424552,-0.800154272,-2.027048972,-0.074167604,-0.160753395,-0.448690441,4.151508157,10.07290461,26.49815134,0.119726568,0.116682002,0.470492818,0.488463002,0.708963835,0.713851515,0.180538558,-0.392896969,0.188231578
5055,20.048647,0.213284746,63.97121346,NA,0.032323489,0.202048711,0.459175168,0.289863289,1.118232924,2.81059481,-1.260544019,-8.841736696,-35.00908533,-0.241298783,-0.718589012,-1.859545621,-0.032448636,-0.089790983,-0.344957152,4.024182093,11.20248577,25.89059709,0.477594743,0.503248144,0.37138556,0.36423435,0.648126583,0.664703498,0.193614907,-0.311773213,0.122625397
5057,94.18325581,0.084513919,61.75765483,NA,-0.043962412,0.039100059,0.120496174,0.247744037,0.808631137,2.494516292,NA,NA,NA,-0.413444274,-0.82726911,-2.021302563,-0.089842132,-0.17533704,-0.47200435,5.028467728,11.6159992,32.16854623,0.06835502,0.068579879,2.485027763,2.42159707,0.55253903,0.556607421,0.110775736,-0.282262832,0.02333125
5059,64.03373645,-0.091065175,63.32337677,NA,-0.032129518,0.096695958,0.229887214,0.202794252,0.918939079,2.611828837,-12.6289025,-20.72574364,-54.36477043,-0.310104118,-0.718389218,-1.806627236,-0.086931761,-0.155426745,-0.410343303,4.473443913,11.28312522,30.28637097,0.119702265,0.116354146,0.45338823,0.472678926,0.720689511,0.72556439,0.165775532,-0.271909789,0.039888412
5061,56.30450302,0.178972734,56.60451032,NA,-0.047015585,0.03363947,0.093971241,0.245101023,0.844464507,2.483387132,NA,NA,NA,-0.420725176,-0.847875482,-2.010492371,-0.086355453,-0.17671718,-0.478121991,6.422494091,15.27885704,41.08601272,0.034535417,0.034036664,0.37334959,0.377608056,0.538620203,0.538702223,0.809383201,-0.587090704,-0.227135582
5063,27.19053181,0.037501539,61.92111876,NA,0.041542364,0.234904772,0.516639335,0.217730892,1.1316785,2.968631273,-4.539618194,-9.321085797,-34.72615242,-0.275453878,-0.653710397,-1.670988809,-0.029690513,-0.080348266,-0.29452452,3.60323163,8.045551126,19.98897963,0.261242477,0.276008209,0.335821235,0.330477844,0.62387934,0.635121678,0.043337137,-0.087955911,0.028019247
5065,29.65775164,-0.080949416,57.37492657,NA,0.035060882,0.196043447,0.409547653,0.253608399,1.097212589,2.880213198,NA,NA,NA,-0.285819575,-0.715398566,-1.803219234,-0.054928748,-0.114442287,-0.349262064,3.491413415,8.606204599,21.89503309,0.261242477,0.276008209,0.335821235,0.330477844,0.62387934,0.635121678,0.384531489,-0.651433432,0.124438068
5067,29.939108,0.076648223,64.30168653,NA,0.003291552,0.172811677,0.415087525,0.187340481,1.085048154,2.774690912,-7.693227936,-15.61189786,-45.71405529,-0.254292257,-0.715912318,-1.814954164,-0.057138346,-0.120041264,-0.364001364,5.126538662,13.98384062,33.21910486,0.261242477,0.276008209,0.335821235,0.330477844,0.62387934,0.635121678,0.345281225,-0.384453491,-0.081343962
5069,63.54691326,0.291035202,67.74999892,NA,-0.01050868,0.112115783,0.279218167,0.192407584,1.057599333,2.752951545,-3.398071683,-7.040093512,-31.37799288,-0.317941072,-0.75341313,-1.997072063,-0.048060805,-0.110474116,-0.385466242,4.999263994,12.21756278,32.41924608,0.120195291,0.123005372,0.80038913,0.792890599,0.482810639,0.487945193,0.288673962,-0.196841347,-0.184511712
5071,18.19269577,-0.081235337,51.80898837,NA,0.018033384,0.166830948,0.32634543,0.192727976,0.96769345,2.667665968,-8.541469602,-15.63575787,-40.75829952,-0.30986695,-0.729867877,-1.798901913,-0.074190794,-0.144880175,-0.391027126,4.211578605,10.17016016,26.19462175,0.120406828,0.12585914,0.94927298,0.930280291,0.380746574,0.385992545,0.431283992,-0.66827598,0.047534478
5073,61.1200588,0.151703135,64.19676413,NA,-0.028290102,0.047580368,0.142306323,0.268702677,0.835262154,2.523250579,-6.828175168,-12.6284256,-27.62335345,-0.397402305,-0.798425215,-2.042071189,-0.079490572,-0.162265375,-0.450632588,6.635816948,14.86313845,41.66806864,0.036667982,0.037929796,2.690872867,2.623208657,0.442124576,0.447844345,0.683500012,-0.403147228,-0.38783039
5075,26.8164446,-0.063720275,63.2984865,NA,0.016737457,0.181771119,0.422696545,0.252338174,1.114195494,2.816938493,-5.680251047,-13.34803028,-41.54811886,-0.247475048,-0.704043445,-1.81331585,-0.042112586,-0.10605117,-0.354192611,5.091666147,13.20286089,30.44981568,0.261242477,0.276008209,0.335821235,0.330477844,0.62387934,0.635121678,0.316404858,-0.478002613,0.093979926
5077,27.32834091,0.507402414,64.61079102,NA,0.004755661,0.112671823,0.275948058,0.210355385,1.030872355,2.602821973,-4.178224916,-9.430348543,-34.16563701,-0.297809909,-0.789326255,-2.00601947,-0.058353849,-0.142714165,-0.437199086,5.27783294,13.57140387,34.79821628,0.210678658,0.222313402,15.10214267,14.5578891,0.579483652,0.594902192,0.541055641,-0.21344004,-0.370293712
5079,37.68620339,0.150247913,69.21904086,NA,-0.018806154,0.062348776,0.173009895,0.170680348,0.957620485,2.523994783,-3.499957417,-7.997272805,-31.313041,-0.326950956,-0.804072125,-2.100331679,-0.067423837,-0.156497014,-0.476883249,4.315646707,10.64945637,28.9362229,0.119772682,0.117304113,0.502948937,0.518413439,0.686714253,0.691626221,0.22655736,-0.413171744,0.152915443
5081,68.39621005,-0.086578344,60.53331427,NA,-0.040681872,0.040892448,0.109073421,0.251351537,0.810927639,2.518376649,-8.58852517,-14.44104596,-32.61012316,-0.425438261,-0.839558563,-2.016743464,-0.078716243,-0.172480479,-0.469552988,6.745876544,15.85558786,41.30898093,0.036777451,0.039825893,0.42193314,0.411146631,0.42542114,0.427028184,0.512636559,-0.588676866,0.06177759
5083,29.59571037,0.076310257,64.91002301,NA,0.018033384,0.166830948,0.32634543,0.192727976,0.96769345,2.667665968,-8.480086621,-15.96046907,-40.47621204,-0.30986695,-0.729867877,-1.798901913,-0.074190794,-0.144880175,-0.391027126,5.024981242,12.1343726,31.25371631,0.120406828,0.12585914,0.94927298,0.930280291,0.380746574,0.385992545,0.585291899,-0.683331784,-0.008356897
5085,32.87726587,0.192916437,61.4219203,NA,-0.002387193,0.125534773,0.285974472,0.191773638,1.064169454,2.750555807,-4.218095466,-8.496293655,-34.14754779,-0.317941072,-0.75341313,-1.997072063,-0.048060805,-0.110474116,-0.385466242,3.895102898,9.519134067,25.25897803,0.16142565,0.169590525,0.770603244,0.755585956,0.451559751,0.458552182,0.391046806,-0.447162489,-0.002879714
5087,19.57340193,-0.7089244,41.26825523,NA,0.076205874,0.295932508,0.59588919,0.306503956,1.144825345,3.18614685,NA,NA,NA,-0.274470047,-0.583338008,-1.51506895,-0.035870406,-0.071638815,-0.245992301,3.956685177,8.052610332,20.7368767,0.254647407,0.268977009,0.364548032,0.35856547,0.612493887,0.623455427,0.166908858,-0.479804113,0.052248956
5089,24.07790693,0.100518197,54.51997083,NA,0.071563188,0.311133325,0.653709837,0.330395134,1.200475183,3.169329266,NA,NA,NA,-0.26681507,-0.621743071,-1.555006777,-0.043767577,-0.074026116,-0.25352911,2.199676778,5.889732869,15.08390885,0.261242477,0.276008209,0.335821235,0.330477844,0.62387934,0.635121678,0.262390613,-0.611736978,0.103415315
5091,82.79253747,0.219822351,59.69055969,NA,-0.047517547,0.036522433,0.10252399,0.253026805,0.811701555,2.517829677,-11.51881555,-21.13724796,-46.46486778,-0.425438261,-0.839558563,-2.016743464,-0.078716243,-0.172480479,-0.469552988,5.243983,12.32551955,32.11200092,0.044291501,0.048811089,3.819930648,3.69363454,0.41820406,0.421392597,0.3236514,-0.283072585,-0.070843076
5093,24.34774976,0.211870464,64.37677231,NA,0.021982505,0.154816698,0.358207017,0.237774922,1.047142874,2.621170719,-0.758235118,-6.010720172,-30.17613724,-0.263665377,-0.786025915,-1.960764477,-0.042219015,-0.133221197,-0.417871517,5.418047795,13.82547299,32.80543191,0.577856247,0.608256,53.15953783,51.17188581,0.641950035,0.663259586,0.21473528,-0.335847484,0.125571147
5095,43.73199375,0.041672077,64.75278522,NA,-0.015182259,0.083093053,0.222834401,0.167104032,0.965461583,2.515690326,-7.130650001,-13.93746075,-40.77016799,-0.304871728,-0.794864861,-2.029632262,-0.071372465,-0.163600151,-0.473458719,6.191786376,15.49247807,40.71422996,0.261242477,0.276008209,0.335821235,0.330477844,0.62387934,0.635121678,0.734498795,-0.530541343,-0.404994786
5097,55.44158012,-0.054905232,57.5621277,NA,3.84E-04,0.156844628,0.348558963,0.225751585,0.991796432,2.869303621,NA,NA,NA,-0.354852374,-0.69208077,-1.763418195,-0.060303142,-0.113306787,-0.336003053,3.999940497,8.909289787,24.40819806,0.119705318,0.11639533,0.455536877,0.474661693,0.719216553,0.724093041,-0.005232363,-0.587757433,0.319178704
5099,65.78943649,-9.15E-04,64.87299573,NA,-0.024669102,0.081250455,0.211314233,0.255793612,0.887797665,2.607779978,NA,NA,NA,-0.397734192,-0.783231985,-1.978035617,-0.069158492,-0.145885994,-0.423173408,5.634657983,12.12370425,33.74519447,0.101121111,0.098441789,0.599536663,0.613861867,0.661107518,0.666454787,0.853423173,-0.623163248,-0.253074825
5101,21.82866828,0.066662985,39.25053568,NA,0.094865825,0.41315052,0.921243832,0.29547629,1.288732279,3.520869676,NA,NA,NA,-0.147089536,-0.300895694,-0.919124156,0.009944855,-0.011159624,-0.108513376,1.854556972,3.708942939,10.42404823,0.235581072,0.248649823,0.44759715,0.439766746,0.579578565,0.589728316,-0.018846686,-0.262854074,0.227948145
5103,65.37822074,-0.29287078,65.55072747,NA,-0.050676241,0.025664454,0.094107638,0.225977984,0.866350542,2.430415453,NA,NA,NA,-0.366362577,-0.829899618,-2.072002381,-0.076171451,-0.166814422,-0.462766826,6.35314868,14.94384728,41.01185343,0.119702265,0.116354146,0.45338823,0.472678926,0.720689511,0.72556439,0.545635146,-0.313299079,-0.286784544
5105,31.81668818,0.100326756,61.38750759,NA,0.010717213,0.177781653,0.377819026,0.190888225,1.058064687,2.856510905,-3.987006991,-6.258913684,-26.7175579,-0.289068212,-0.659983276,-1.733893835,-0.041496811,-0.095070869,-0.316752439,4.130779628,9.597168057,25.57826847,0.120393784,0.125683173,0.940092617,0.921808673,0.387039971,0.392279071,0.159351854,-0.370894694,0.031661735
5107,48.86235997,0.309493235,62.92519742,NA,0.004755661,0.112671823,0.275948058,0.210355385,1.030872355,2.602821973,-3.694681207,-9.592852483,-36.39955194,-0.297809909,-0.789326255,-2.00601947,-0.058353849,-0.142714165,-0.437199086,5.895625464,15.15999373,38.87149372,0.19078074,0.201614146,10.05996061,9.699813542,0.590462166,0.60354058,0.345431229,-0.010461593,-0.4665374
5109,66.18613772,-0.211193316,57.69887244,NA,-0.046898974,0.032658055,0.100458526,0.236331376,0.842781087,2.481746276,NA,NA,NA,-0.420725176,-0.847875482,-2.010492371,-0.086355453,-0.17671718,-0.478121991,6.270154701,14.91644772,40.11146638,0.119646844,0.116300579,0.453336147,0.472617061,0.720571032,0.725442793,-0.01298293,-0.180932943,0.089916232
5111,28.2304022,0.10182574,63.672871,NA,0.017172495,0.15676406,0.385106385,0.245735242,1.06850113,2.723473736,-2.46226755,-6.529802034,-29.58165513,-0.23910008,-0.738523503,-1.870157005,-0.053455676,-0.118435643,-0.389463428,4.373420351,11.94609276,28.88057563,0.425231397,0.447842601,10.61880611,10.23770676,0.615373868,0.634424085,0.329220866,-0.575491009,0.204941458
5113,37.03038576,-0.177970859,52.10741496,NA,0.024480978,0.15862265,0.292634741,0.226335225,0.977007397,2.751923259,NA,NA,NA,-0.375737241,-0.786731836,-1.899355843,-0.080027278,-0.156135438,-0.409251516,4.949136981,10.71095991,28.3433399,0.058739355,0.057856209,0.418322081,0.425011632,0.574101912,0.575573389,0.402722983,-0.613589374,0.092829769
5115,31.91925448,0.033355045,54.39800273,NA,-0.014791566,0.100029651,0.189598047,0.188749073,0.922235253,2.544993228,-8.203517952,-14.36608588,-38.4575815,-0.345415062,-0.809585038,-1.979927714,-0.091428042,-0.1767897,-0.451062895,4.110640661,9.874242609,25.45489399,0.123904343,0.129587945,0.934038508,0.915384786,0.386784538,0.392179422,0.403213684,-0.498539313,0.068559468
5117,43.2504734,0.122362935,63.67209017,NA,-0.015182259,0.083093053,0.222834401,0.167104032,0.965461583,2.515690326,-9.216690577,-16.35382278,-45.58809594,-0.304871728,-0.794864861,-2.029632262,-0.071372465,-0.163600151,-0.473458719,5.543358363,13.87004536,36.45047704,0.25088582,0.264966669,0.380932749,0.374585627,0.606000041,0.616801423,0.385406769,-0.567825661,0.054588019
5119,46.78568526,0.171616864,61.51628923,NA,-0.02501501,0.108726817,0.257354956,0.164382925,0.987800109,2.630183112,-8.504767848,-13.96886151,-39.7308331,-0.311952197,-0.750064277,-1.904397557,-0.076740651,-0.152212475,-0.422798452,4.11916637,10.97643152,27.77726529,0.121000155,0.126477604,0.945884871,0.92701146,0.382320396,0.387591078,0.040032062,-0.386232463,0.30705399
5121,30.31537365,-0.00945144,65.51157002,NA,0.016737457,0.181771119,0.422696545,0.252338174,1.114195494,2.816938493,-6.87561096,-15.88239487,-47.69769885,-0.247475048,-0.704043445,-1.81331585,-0.042112586,-0.10605117,-0.354192611,4.712061132,12.21853236,28.17965452,0.261242477,0.276008209,0.335821235,0.330477844,0.62387934,0.635121678,0.009403402,-0.216421012,0.172095075
5123,41.63091175,0.107662707,65.08336472,NA,0.022667341,0.172007391,0.382895409,0.222464669,1.100026329,2.747977213,-4.471295453,-8.906314827,-32.74754647,-0.249535449,-0.707292496,-1.88930518,-0.039773232,-0.098388674,-0.379612173,4.230596406,10.55710892,26.23981347,0.386994258,0.407565982,13.51597327,13.0292059,0.603477677,0.622650781,0.459819088,-0.277709921,-0.202993217
5125,51.89097616,0.129305338,62.62775951,NA,0.021053119,0.181861165,0.377878816,0.190088396,1.052922516,2.839263227,NA,NA,NA,-0.289068212,-0.659983276,-1.733893835,-0.041496811,-0.095070869,-0.316752439,3.076069217,7.146726741,19.04737879,0.119831326,0.118095259,0.544223807,0.556501798,0.658419169,0.663362025,0.123328681,-0.379733564,0.22524162
5127,44.00784731,0.074643551,63.50484876,NA,0.017877178,0.157395588,0.293583828,0.225554445,0.985463174,2.749472556,NA,NA,NA,-0.375737241,-0.786731836,-1.899355843,-0.080027278,-0.156135438,-0.409251516,4.426559817,9.579994438,25.3505793,0.120406201,0.125850689,0.948832096,0.929873444,0.381048813,0.386294453,0.117248586,-0.317410386,0.034525054
5129,22.29604076,0.030199099,51.25834297,NA,0.01474201,0.181952644,0.371402013,0.222743791,1.056560525,2.857832146,NA,NA,NA,-0.293206965,-0.714202888,-1.775265124,-0.062163334,-0.118696252,-0.34856076,4.525581061,9.853487298,24.69830527,0.259264888,0.273899842,0.344435217,0.338900165,0.620465312,0.63162345,0.445091523,-0.751534357,0.093992434
5131,25.12674375,-0.179156075,61.94611617,NA,-0.010546363,0.127935831,0.259005763,0.181881509,0.922558659,2.597876305,-9.974799406,-16.14075257,-39.68974827,-0.331994999,-0.76776256,-1.910259791,-0.086388055,-0.162991498,-0.422076271,4.707389548,11.09337752,27.51179887,0.120406828,0.12585914,0.94927298,0.930280291,0.380746574,0.385992545,0.450854202,-0.515833347,-6.72E-04
5133,47.08736384,-0.007741731,60.52631172,NA,-0.019223391,0.079336223,0.172307428,0.243646865,0.912546428,2.669937704,NA,NA,NA,-0.391472301,-0.816331064,-1.962598903,-0.086381258,-0.160253587,-0.445615925,4.307266662,10.20987747,27.98247046,0.020828877,0.020788694,0.36046837,0.362307587,0.509318421,0.508629091,0.226358041,-0.374945159,-0.038711229
5135,32.37125852,-0.168032637,58.47170463,NA,0.040032385,0.222717363,0.48695831,0.308142192,1.100128115,2.971189023,NA,NA,NA,-0.275645299,-0.697999839,-1.726849422,-0.03905761,-0.088055548,-0.307209774,4.01027556,9.739221313,22.97769637,0.261242477,0.276008209,0.335821235,0.330477844,0.62387934,0.635121678,0.345981238,-0.465486999,0.088320719
5137,28.74197242,-0.003511051,56.43615253,NA,0.035060882,0.196043447,0.409547653,0.253608399,1.097212589,2.880213198,NA,NA,NA,-0.285819575,-0.715398566,-1.803219234,-0.054928748,-0.114442287,-0.349262064,3.009012659,7.417104623,18.86984551,0.261242477,0.276008209,0.335821235,0.330477844,0.62387934,0.635121678,0.215837191,-0.350283706,0.065054932
5139,127.0293341,-0.260361769,64.72809179,NA,-0.027280826,0.047266968,0.103368344,0.255444198,0.854835955,2.480093445,NA,NA,NA,-0.389796744,-0.818764215,-2.082249155,-0.072444573,-0.1711538,-0.477288471,6.353929326,15.23181652,41.87996765,0.119702265,0.116354146,0.45338823,0.472678926,0.720689511,0.72556439,0.114610231,-0.110110062,-0.163080079
