GEOID,sqkm,1997,2002,2007,2012,2017,Dens1997,Dens2002,Dens2007,Dens2012,Dens2017,Adens_Int,Adens_Slope
5027,1983.887989,44576.4,36662.4,34265.4,27353.7,29265.612,22.4692121,18.48007559,17.27184205,13.7879256,14.75164534,21.37759684,-2.012728351
5029,1430.388148,111947.3,111456.24,131901.52,111328.31,101166.918,78.26358192,77.9202765,92.21379538,77.83083924,70.72689895,82.42363904,-1.51628032
5031,1831.907088,5984.54,6870.662,11794.55,3453.798,5101.18,3.266835987,3.750551567,6.438399675,1.885356535,2.784628125,4.191076529,-0.282961076
5033,1537.849721,63413.266,52771.176,47403.778,32629.07,32993.54,41.2350213,34.3149108,30.82471411,21.21733324,21.45433299,40.34105332,-5.265895418
5035,1580.882918,1067,877.73,719.062,1027.136,480.4,0.674939294,0.555215057,0.454848358,0.649723005,0.303880822,0.657243106,-0.0647609
5037,1596.42181,5498,4341.83,1665.24,1720.82,2194.11,3.443951947,2.71972606,1.043107774,1.077923134,1.374392398,3.088004667,-0.578092202
5039,1728.522507,3424.8,2836.66,2387.06,1846.62,2577.87,1.981345332,1.641089421,1.380982886,1.068322797,1.49137196,1.823165153,-0.155271337
5041,1989.461618,2458,2691,2358,199.84,534,1.235510139,1.352627251,1.185245284,0.100449286,0.268414326,1.465723175,-0.318636959
5043,2145.48899,13003.94,12709.41,15630.8,11645.8,10532,6.061061166,5.923782438,7.285425408,5.428039973,4.90890424,6.481453908,-0.280005632
5045,1678.1997,45869.16,45383.346,36618.806,30221.89,35338.618,27.33236098,27.04287577,21.82029111,18.00851829,21.05745699,27.36913372,-2.158416546
5047,1576.909749,112981.378,101258.964,98563.212,111036.164,128101.81,71.64733306,64.21354428,62.50402857,70.4137723,81.23598074,64.92742711,2.537752338
5049,1601.099815,41823.656,51338.47,53444.278,39489.454,43645.124,26.12182926,32.06450311,33.37972905,24.66395513,27.25946477,29.72295166,-0.512527696
5051,1755.025617,9922.97,7448.84,6607.254,5205.936,6474.2,5.654031431,4.244291324,3.764762141,2.966302001,3.688949003,5.105298016,-0.520815418
5053,1636.384327,9400.8,12315.086,26344.67,23726.758,12008.324,5.744860694,7.525790731,16.09931699,14.49950211,7.338327434,8.20943062,1.016064486
5055,1496.2058,9238.19,8707.63,7147.018,7774.884,7295.92,6.174411301,5.819807676,4.776761325,5.196400121,4.876281057,6.012665905,-0.321966804
5057,1884.271055,164704.85,172618.624,152772.116,138708.09,136451.2,87.41038056,91.6102933,81.07756875,73.61366064,72.41590834,90.82267774,-4.79855771
5059,1593.594553,18430.98,15872.504,15380.4,13485.962,18160.5,11.56566453,9.960189667,9.651388411,8.462605482,11.39593504,10.57456526,-0.183704317
5061,1524.380362,152029.94,135401.76,157840.84,117037.39,137535.6,99.73228716,88.82413036,103.5442623,76.77702555,90.22393848,98.0330892,-3.106380217
5063,1978.814985,77246.032,81902.52,91245.88,63208.478,105189.86,39.03651053,41.3896805,46.11137509,31.94259114,53.15800658,38.56845222,1.879590274
5065,1503.735021,47654.86,47689.5,45181.932,46176.56,60077.7,31.69099564,31.71403162,30.04647186,30.70791021,39.95231817,29.71904077,1.551652365
5067,1641.629489,4525.15,4243.246,10038.73,4461.86,5124.86,2.756498973,2.584776911,6.115100921,2.717945815,3.121812829,3.286467767,0.086379662
5069,2253.42497,11519.5,9083.52,17084.4,12857.72,12673.6,5.111996252,4.030984,7.581526,5.705856716,5.62414998,5.071066555,0.269918017
5071,1708.980734,92695.69,98786.806,91548.898,78961.396,67373.626,54.24033645,57.80451706,53.56929787,46.2037953,39.42328001,58.49521227,-4.123483464
5073,1368.278171,72627.41,74864.54,63494.52,65459.8,70388.83,53.07941875,54.71441523,46.40468681,47.84100294,51.44336254,52.7256822,-1.014552471
5075,1521.91373,25822.55,37810.45,33617.326,27890.526,40596.04,16.96715753,24.84401662,22.08885125,18.32595728,26.67433718,19.20080398,1.289629996
5077,1560.781755,2483.2,2609,1597.65,1439.33,1204,1.590997583,1.671598218,1.023621653,0.922185306,0.7714083,1.673680508,-0.238859148
5079,1454.383536,45014.33,36215,83592.37,61381.36,42525.8,30.95079729,24.90058441,57.47615256,42.20438315,29.23974244,34.17799416,1.388168904
5081,1378.511385,56559.07,53416.4,65464.03,59263.9,57124.6,41.02909168,38.74933539,47.48892952,42.99122999,41.43933857,41.32710735,0.506238838
5083,1834.415737,125742.086,146892.5,139747.392,147772.756,153146.088,68.5461226,80.07590484,76.18087284,80.55576117,83.48494014,71.69722204,3.035749141
5085,1997.848802,19033.668,16750.11,20660.39,14855.04,13570.504,9.527081319,8.3840729,10.34131811,7.435517635,6.792558069,9.77962996,-0.641760176
5087,2160.720581,148670.134,140601.274,150659.234,138410.916,177825.02,68.80581196,65.07147441,69.72638449,64.05775796,82.29894303,64.79756523,2.597254569
5089,1546.110609,39217.042,37959.652,37108.644,33987.214,56440.29,25.36496533,24.55170528,24.0012867,21.98239492,36.50469098,22.53898045,1.971014094
5091,1620.63761,50338.38,44912.8,38047.08,32100.83,26204.8,31.06084895,27.71304314,23.47661178,19.80753119,16.1694384,31.1831613,-3.768833305
5093,2332.481583,1945.18,727.8,1555,677.53,353,0.833952994,0.312028187,0.666671931,0.290476034,0.151340959,0.728249266,-0.138677622
5095,1572.467982,1150.4,1856.2,828.06,696.74,486,0.731588823,1.18043739,0.526598957,0.443086923,0.309068296,0.954634382,-0.158239152
5097,2019.984639,45944.72,46680.648,36272,30876.6,27141,22.74508386,23.10940742,17.95657219,15.28556178,13.43624079,23.79487956,-2.644153178
5099,1600.206102,43366.13,36660,40094.18,34434.25,40476.66,27.10034035,22.90954894,25.05563499,21.51863435,25.2946542,25.37621994,-0.500228689
5101,2126.132564,23297.504,22717.452,23374.594,24351.766,23408.144,10.95769116,10.68487092,10.99394948,11.45355017,11.00972931,10.8454071,0.087275555
5103,1897.898727,8308.4,10718.844,19585.888,13167.252,8918.888,4.377683531,5.647742868,10.31977509,6.937805381,4.699348745,6.009792535,0.193339294
5105,1428.530422,54263.8,40215.43,30952,22805.03,31267.66,37.98575037,28.15160908,21.66702194,15.96397924,21.88799029,34.00790018,-4.438315
5107,1801.669169,3390.2,1481.4,3383.2,978.28,1130.19,1.881699514,0.822237526,1.877814228,0.54298537,0.627301626,1.708017239,-0.278804793
5109,1555.611456,54817.25,43369,73797.5,41166.8,45271.4,35.23839439,27.87906957,47.43954521,26.46342044,29.10199705,35.96217409,-1.368844381
5111,1964.149129,1800,2830,1828.95,1853.888,2770.62,0.91642736,1.44082746,0.931166566,0.943863158,1.410595539,1.030301605,0.049137206
5113,2220.863254,118861.918,87670.382,114169.772,89229.414,96339.9,53.52059285,39.47581277,51.40783513,40.17780646,43.3794831,49.50835122,-1.958022581
5115,2104.407172,126959.27,109602.54,118730.114,82335.11,99712.308,60.3301831,52.08238285,56.41974404,39.12508525,47.38261175,58.83848946,-3.88524403
5117,1677.973068,5540,5006.13,5221.78,3458.412,2293.02,3.301602455,2.983438826,3.111956979,2.061065261,1.366541599,3.523420079,-0.479249528
5119,1964.339922,11493.4,8979.88,12450.654,8914.168,4715.648,5.851023986,4.571449116,6.338339847,4.537996657,2.400627278,6.126736552,-0.693424588
5121,1689.251373,39384.12,46762.916,41036.18,36857.84,74657.44,23.31454077,27.6826272,24.29252428,21.81903806,44.19557752,21.08116469,3.589848436
5123,1644.019105,2833.6,2456.6,1759.45,1556.48,1633.1,1.723580943,1.494264874,1.070212624,0.946752988,0.993358286,1.647225383,-0.20079572
5125,1874.047317,10630.84,10475.786,7325.438,6472.952,7316.39,5.6726636,5.589926095,3.908886362,3.453996034,3.904058309,5.640534209,-0.567314064
5127,2311.217233,82528.07,89710.18,73301.76,79022.82,67518.2,35.70762143,38.81512249,31.71565137,34.19099636,29.21326435,37.45109926,-1.761284029
5129,1724.955843,36292.916,32984.57,28804.86,23280.55,36324.57,21.03991018,19.12197934,16.69889703,13.4963165,21.05826079,19.40086509,-0.558896162
5131,1375.72061,46948.592,54766.56,64172.398,74677.68,75677.09,34.12654551,39.80936216,46.64638847,54.28259158,55.00905449,34.72713897,5.623824738
5133,1464.132101,168067.92,105222.54,124225.96,108273.174,142448.03,114.790134,71.86683492,84.8461419,73.9504133,97.29178802,95.13168514,-3.291311358
5135,1565.401499,42066.782,54100.68,55313.83,60261.61,92227.632,26.87283871,34.56025821,35.3352351,38.49594499,58.91627934,25.23159766,6.802256804
5137,1570.754768,66057.16,60237.09,56140.8,44645.06,53218.498,42.0544068,38.34913713,35.74128893,28.42267992,33.88084447,40.94438782,-2.627358187
5139,2691.655893,45714.488,45736.05,50719.01,23455.364,11634.874,16.98377869,16.99178937,18.84305127,8.714102,4.32257111,19.89107899,-3.360010253
5141,1838.24447,37067.366,26215.354,25988.12,23629.408,29590.5,20.16454645,14.26108139,14.13746671,12.85433379,16.09715165,17.41122344,-0.95415372
5143,2439.709563,331093.69,314189.848,342891.086,252268.834,283549.764,135.7102891,128.7816602,140.545863,103.4011744,116.2227538,137.8034594,-6.43555564
5145,2680.828175,63966.59,63494.36,66198.952,50179.894,55901.518,23.86075713,23.68460634,24.6934707,18.71805678,20.85233157,24.55852464,-1.098340068
5147,1519.769776,1172,1040,1682,1125,877,0.771169435,0.684314175,1.106746579,0.740243699,0.577061088,0.842364429,-0.033228717
5149,2408.958968,121066.676,119439.14,141135.718,121395.94,157000.4,50.25684439,49.58122641,58.5878464,50.3935275,65.17354678,48.66945712,3.064570587
17001,2214.804481,95100.816,82170.63,69104.436,58467.36,118852.82,42.93869586,37.10062478,31.20114511,26.39842952,53.66289486,36.11111748,1.074620274
17003,609.667772,3528.4,2254.34,1861.93,1170.7,942.28,5.78741433,3.69765322,3.054007585,1.920226152,1.545563081,5.253198787,-1.026112957
17005,985.073265,17753.8,15709.746,13690.8,10414.44,10190.48,18.02282189,15.9477945,13.89825558,10.57224916,10.34489551,17.90348295,-2.07313981
17007,727.18062,15770.76,14086.42,9882.294,8575.4,9453.374,21.68754167,19.37128082,13.58987537,11.79266851,13.00003567,20.87900527,-2.495362431
17009,791.828628,18215.5,17161.39,19867.39,12308.35,18118.07,23.00434634,21.67311132,25.09051744,15.5442094,22.88130204,22.91369541,-0.637499052
17011,2250.935503,60130.192,44258.618,51014.586,33179.8,35487.246,26.71342289,19.66232171,22.66372623,14.74044901,15.76555435,25.27261679,-2.681760978
17013,657.422422,14203.49,8066.8,7480.44,27528.99,10063.28,21.6048153,12.27034511,11.37843759,41.87412701,15.3071749,17.08527976,1.70085011
17015,1153.597403,73522.92,58185.26,73126.78,51978.91,56170.89,63.73360395,50.43809898,63.39020859,45.05810248,48.69193521,61.35505664,-3.546333398
17017,973.198204,54334.18,42241,38358.05,51753.57,41600.11,55.83053871,43.40431356,39.41442744,53.17885893,42.7457735,50.19377944,-1.639498505
17019,2579.920046,13783.6,13525.65,15672.84,16079.34,11349.654,5.342646188,5.24266247,6.074932448,6.23249547,4.399227029,5.637793785,-0.089700532
17021,1837.569692,20796.45,17983.21,22657.034,25801.85,27780.37,11.31736668,9.786409777,12.329891,14.04129058,15.11799532,10.14736305,1.185613808
17023,1298.554908,17694.21,20481.696,24928.96,32195.23,37137.54,13.62607764,15.77268383,19.19746315,24.7931218,28.59912952,12.60438684,3.896654173
17025,1212.81574,16423.96,22446.38,25527.2,44293.03,29205.45,13.54200763,18.50765888,21.04787987,36.52082385,24.08069836,14.92170443,3.909054643
17027,1227.502416,75011,108001,129278.4,81330.4,78059.51,61.10863736,87.98434821,105.3182448,66.2568146,63.59214368,80.20414192,-1.676052097
17029,1316.447134,10507.02,9497.02,8999.504,3193.752,7699.812,7.981345949,7.214129421,6.836206155,2.426038933,5.848933695,7.87191383,-0.9052915
17031,2447.357982,440.2,75.64,38.15,65.16,120.442,0.179867434,0.030906798,0.015588239,0.02662463,0.04921307,0.113558213,-0.02655909
17033,1149.031255,15294.332,13201.37,9347.53,7129.12,10161.08,13.31063183,11.48913047,8.135139892,6.20446134,8.843171111,12.44042504,-1.421959057
17035,895.98998,26181.72,31631.77,24544.256,22726.43,38028.86,29.22099642,35.30370953,27.3934492,25.36460285,42.44339875,28.64409175,1.650569798
17037,1635.154165,90114.23,111832.244,121868.74,127148.39,129074.16,55.1105406,68.39247723,74.53042814,77.75926743,78.93699736,59.54200141,5.701970372
17039,1029.678329,5531.7,12439.16,7705.29,19369.542,3281.4,5.372260292,12.08062717,7.483201096,18.81125537,3.186820493,8.914883164,0.23597486
17041,1079.110176,14213.6,7763.45,5685.45,13650.492,6280.34,13.17159296,7.194307099,5.268646452,12.64976673,5.81992473,10.67042296,-0.924787683
17043,848.891774,194.47,66,36.6,8,15.244,0.229086918,0.077748427,0.043115037,0.009424052,0.017957531,0.173583023,-0.049058315
17045,1614.400675,51963.06,9154.4,7123.54,4271.5,4006,32.187214,5.670463437,4.412498155,2.645873522,2.481416207,21.96673016,-6.24361855
17047,576.012469,21052.99,15139.57,8973.074,2544.422,21984.58,36.54953865,26.28340672,15.57791625,4.417303682,38.16684739,27.92529965,-1.863148556
17049,1240.007567,62017.332,60898.53,60551.932,99108.406,97796.044,50.01367221,49.11141804,48.83190523,79.92564613,78.86729614,43.64569236,8.852147595
17051,1855.56716,23999.466,21352.4,19292.922,16098.572,15272.57,12.93376307,11.50720947,10.39731809,8.675822868,8.230674874,12.79647027,-1.223756299
17053,1257.690128,20344.22,17651.76,27294.226,54450.55,24675.4,16.17586045,14.03506286,21.70186868,43.29409032,19.6196181,15.73599153,3.614654276
17055,1059.10159,15859.264,20107.462,17176.844,12137.616,16091.67,14.97426135,18.98539497,16.21831575,11.46029438,15.19369827,16.78363829,-0.708622675
17057,2242.134871,51456.94,56982.294,47155.176,43560.572,45036.07,22.94997534,25.41430256,21.03137354,19.42816758,20.08624485,24.12473197,-1.171359596
17059,836.540704,7127.2,3401,2535,1703,2130,8.519848426,4.06555232,3.030336704,2.035764658,2.546200071,6.83495731,-1.397708437
17061,1406.464906,79565.456,67119.694,11309.12,11960.08,15951.3,56.57123449,47.72226716,8.040812076,8.503646233,11.34141345,52.37152728,-12.9678263
17063,1082.940535,7235.63,5858.6,4252.08,4287.52,3716.3,6.681465663,5.4099,3.926420577,3.959146289,3.431675037,6.271788506,-0.795033496
17065,1125.731579,9188.66,13988.09,11344.084,3024.39,1675.76,8.162389837,12.42577739,10.07707718,2.686599591,1.488596421,11.58544101,-2.308676463
17067,2055.798692,71650.4,70043.26,91994.228,97948.062,110907.476,34.85282887,34.07106944,44.74865577,47.64477299,53.94860714,32.70013482,5.176526009
17069,459.435085,5920.12,5402,3345.84,3072.56,3209.5,12.88565065,11.75791788,7.282508692,6.687691255,6.985752949,12.49390869,-1.687002203
17071,981.077355,32272.13,29357.36,23525.93,23567.36,22071.41,32.89458251,29.92359354,23.97968914,24.02191823,22.49711492,32.00270177,-2.669661049
17073,2131.698418,123639.1,110662.69,104385.052,76581,70062.734,58.0002776,51.91292026,48.96802058,35.92487537,32.8670948,58.78551982,-6.625441049
17075,2894.039691,38668.4,32556.398,44409.086,46732.63,37116.146,13.36139242,11.24946493,15.34501622,16.14788842,12.82503005,13.02061866,0.382569875
17077,1511.43961,20063.2,19110.52,14604.6,11078.514,14399.542,13.27423198,12.643919,9.662708257,7.329776146,9.527037604,13.04924092,-1.280853161
17079,1281.043656,56282.84,45899.304,57173.1,84036.012,82286.784,43.93514595,35.82961735,44.63009495,65.59964729,64.23417626,36.77211825,7.036809056
17081,1479.412106,19302.158,20410.778,17067.426,15079.76,21897.06,13.04718132,13.79654656,11.53662724,10.19307598,14.80119022,12.69401482,-0.009545278
17083,957.415147,18140.46,15275.74,13214.35,6989.4,7213.922,18.94732923,15.95518939,13.80211086,7.300281411,7.534789921,19.00393748,-3.14799866
17085,1556.385345,82746.514,64852.3,64820.3,58723.42,58457.29,53.165827,41.66853679,41.64797632,37.73064311,37.55965076,49.38457603,-3.515024616
17087,890.268816,20595.728,20561.77,12501.298,6782.09,8767.306,23.13427993,23.09613639,14.04216095,7.618024891,9.847931144,23.95786848,-4.205080907
17089,1345.136016,27263.77,20760.796,23082.92,20414.298,25071.236,20.26841128,15.43397527,17.16028693,15.17638198,18.63843931,18.0390064,-0.351753723
17091,1752.114613,17863.75,11627.908,22283.124,3444.416,2990.662,10.19553736,6.636499641,12.7178461,1.965862264,1.706887197,10.97411405,-2.16479377
17093,829.412768,13860.722,15403.54,12915.94,11809.7,3821.11,16.71148858,18.57162151,15.57239109,14.23862817,4.607006484,19.64861867,-2.854195753
17095,1855.427715,84699.21,72126.7,81007.35,72586.5,97801.1,45.64942591,38.87335487,43.65966367,39.12116835,52.71081121,41.12876799,1.437058408
17097,1149.695575,1977.19,1427.896,1674.236,1819.896,1822.758,1.7197509,1.241977469,1.456242884,1.582937292,1.585426647,1.502804775,0.007231132
17099,2940.070811,29945.11,21244.672,24381.66,13388.766,10414.72,10.18516625,7.225904873,8.292881895,4.553892359,3.54233645,9.951570788,-1.595767211
17101,963.938131,19127.982,20848.514,23467.572,22184.418,27835.35,19.84357853,21.62847732,24.34551684,23.01435879,28.87669769,19.65130188,1.945211979
17103,1877.189067,36144.6,35397.6,26625.976,27111.23,34994.778,19.25464016,18.85670475,14.18396073,14.44246106,18.64211688,18.20383477,-0.563929025
17105,2702.983877,71085.908,56353.82,80774.2,105081.25,64664.408,26.29904995,20.84874441,29.8833451,38.87601805,23.92334211,25.31092833,1.327585796
17107,1600.757857,42626.41,38341.83,36727.832,26501.84,25942.44,26.62889319,23.95229849,22.94402732,16.55580817,16.20634869,26.90579104,-2.824157932
17109,1526.339596,33996.95,26205.24,21630.274,30392.09,54097.996,22.27351638,17.16868256,14.17133779,19.91174839,35.4429618,15.97725805,2.908195667
17111,1562.786765,39638.842,27154.698,26134.386,21818.244,23172.866,25.3642038,17.37581774,16.72293789,13.96111388,14.82791288,22.54785438,-2.44872857
17113,3064.600918,54205.73,50057.08,45130.69,81390.292,95735.56,17.6876962,16.33396365,14.72644929,26.55820258,31.23916052,13.84366093,3.732716757
17115,1503.684109,8296.99,5856.38,7729.852,7637.134,3316.58,5.517774611,3.894687697,5.140608958,5.0789484,2.205636131,5.455534411,-0.544001626
17117,2235.091594,69095.94,54179.68,54906.87,37470.2,36624.41,30.91414248,24.24047415,24.56582547,16.76450312,16.3860891,29.88062242,-3.653207779
17119,1853.152211,36224.694,27746.834,20779.2,14599.98,18796.264,19.54760855,14.97277657,11.21289437,7.878456995,10.1428603,17.93168257,-2.590381608
17121,1482.865607,20665.176,14726.312,8349,10120.022,16228.226,13.93597363,9.930982235,5.630314683,6.824638694,10.9438279,11.27127443,-0.9090635
17123,1001.843226,17498.65,10156.962,8694.14,6100.01,6067.462,17.46645538,10.13827487,8.678144219,6.08878699,6.056298872,15.05955225,-2.68698009
17125,1396.914851,22132.46,11634.46,9023.21,17702.23,3236.96,15.84381466,8.328682304,6.459384402,12.67237583,2.317220694,13.66619446,-2.270949441
17127,614.453457,20739.64,15913.24,10297.69,11192.89,9013.12,33.75298774,25.89820241,16.75910499,18.21600948,14.66851541,31.02919152,-4.585113759
17129,814.26935,19150.11,17855.45,12636.68,4994.884,8018.72,23.51815158,21.92818629,15.5190417,6.134191346,9.847748782,24.01642405,-4.313480054
17131,1453.604361,47987.552,40680.22,40591.06,48878.11,88316,33.01280134,27.98575809,27.9244209,33.62545636,60.7565596,24.4355563,6.112721479
17133,997.988611,31098.44,26873.82,22704.56,17249.69,21795.8,31.16111713,26.92798265,22.75031974,17.28445576,21.83972819,29.64998165,-2.828630477
17135,1822.726466,40115.67,34603.85,37929.734,58816.712,52560.39,22.00860675,18.98466426,20.80933958,32.26853458,28.83613695,19.19367028,2.693893072
17137,1473.584099,47287.554,34197.48,30438.21,25181.01,21595.02,32.09016305,23.20700937,20.65590286,17.08827478,14.65475911,29.73713033,-4.098954247
17139,870.134336,11425.19,7885.02,4223.15,4734.396,7365.19,13.13037485,9.061842148,4.853445986,5.440994343,8.464428647,10.78076524,-1.295274021
17141,1964.903717,78246.4,55409.962,69365.7,69171.188,64667.576,39.82200213,28.19983571,35.30234047,35.20334732,32.91132051,35.65133955,-0.681785163
17143,1602.464183,23305.93,21815.242,22703.468,19898.062,13199.9,14.54380712,13.61355981,14.16784739,12.4171649,8.237251191,15.35782744,-1.380950677
17145,1144.367942,16074.08,14350.69,8098.59,10368.9,9644.378,14.04625157,12.54027614,7.076910933,9.06080957,8.427689772,13.17370563,-1.471659017
17147,1137.492084,9461.12,5524.87,10650.15,657.56,1332.2,8.317526015,4.857062372,9.362834388,0.578078748,1.171172985,8.571672838,-1.857168968
17149,2153.190725,78556.928,68483.664,68326.83,109967.65,136078.27,36.48396173,31.80566552,31.73282757,51.07195044,63.19842846,28.31952307,7.269521838
17151,955.326683,10233.3,7603.11,3824.74,6754.16,6213.342,10.71183312,7.958649261,4.003593816,7.070000368,6.503892449,9.11049985,-0.930453024
17153,516.225217,6814,6020.07,3386.4,3795.734,3919.48,13.19966514,11.66171237,6.559927505,7.35286436,7.592577563,12.37795402,-1.552302316
17155,414.649309,6037.24,4676.09,1518.93,1150.4,338.16,14.55986992,11.27721643,3.663167807,2.774392662,0.81553253,13.81633558,-3.599149855
17157,1490.194115,32776.108,21983.93,16736.68,13151.562,12485.69,21.99452251,14.75239352,11.23120796,8.825401918,8.378566171,19.66819927,-3.315890428
17159,932.484096,29092.336,41348.188,29008.376,27925.24,37255.642,31.19874765,44.34197664,31.10870858,29.94714883,39.95311251,34.68715846,0.311390191
17161,1107.09799,29173.6,23025.89,21579.91,14521.614,21672.378,26.35141628,20.79842092,19.49232154,13.11682808,19.57584441,24.11351356,-2.123273658
17163,1703.443126,24136.154,19068.67,18916.388,12113.69,28474.818,14.16904012,11.19419234,11.10479576,7.111297005,16.71603681,11.8568528,0.101109805
17165,984.170285,18589.4,14477.644,16882.6,15446,7850.252,18.88839796,14.71050714,17.15414523,15.69443849,7.976518007,19.05276708,-2.083982856
17167,2248.804592,40147.992,31281,29574.3,26625.176,32643.786,17.85303718,13.91005697,13.15112042,11.8397019,14.51606161,16.00285686,-0.874430621
17169,1132.602885,22300.68,28117.102,28520.1,30614.76,34251.32,19.6897609,24.82520782,25.18102362,27.03044501,30.24124382,20.73189563,2.330820303
17171,649.54204,15057.6,10152.55,10883.05,8396.5,12229.48,23.18187134,15.63032009,16.75495862,12.92679993,18.82784985,19.74667259,-1.141156314
17173,1964.532713,46657.956,42765.61,47719.766,46655.922,72424.792,23.75015478,21.76884595,24.29064463,23.74911942,36.86616747,20.44252668,2.821229885
17175,746.15617,18003.4,10377.03,6459.92,7422.75,3303.16,24.1281929,13.90731648,8.657597779,9.947984482,4.426901677,20.88598155,-4.336191444
17177,1461.392067,103471.082,83320.234,69704.174,82082.288,65430.088,70.80309544,57.01429198,47.69710714,56.16719144,44.77243956,65.87250757,-5.29084123
17179,1674.335551,55607.04,39329.24,36548.53,29894.8,47306.73,33.21140734,23.48946122,21.82867704,17.85472451,28.25403186,28.03755793,-1.554948767
17181,1070.730011,18692.19,14289.61,14410.99,6182.93,9721.26,17.45742606,13.34567057,13.45903248,5.774499581,9.079095477,16.68871126,-2.432783216
17183,2326.634941,16098.266,16031.562,14859.986,11688.386,10489,6.919119848,6.890450116,6.386900557,5.023730107,4.508227662,7.283386534,-0.668850438
17185,578.403998,12192.96,4291.4,2141.53,1250.516,1560.63,21.08035221,7.419381634,3.702481323,2.162011335,2.698165997,15.81682704,-4.202174273
17187,1404.768322,43238.22,45966.74,45971.71,42598.558,67759.108,30.77960922,32.72193662,32.72547457,30.32425869,48.23507687,28.45461972,3.251325737
17189,1457.093517,45010.4,51430.3,45463.936,47629.91,62978.24,30.89053618,35.29649909,31.20179691,32.68829999,43.22182431,30.24891586,2.205437716
17191,1848.810372,43572.61,41024.89,38381.94,40550.254,45459.112,23.56791733,22.18988525,20.76034437,21.93316016,24.58830429,22.25111251,0.178404883
17193,1281.999214,15175.804,12061.59,8059.88,9164.85,10982.44,11.83760788,9.408422305,6.286961733,7.148873338,8.566651118,10.40999577,-0.880146249
17195,1771.808919,79454.96,60212.65,84395.77,74741.48,75459.218,44.8439779,33.98371537,47.63254609,42.1837136,42.5888013,41.50862185,0.368964503
17197,2164.895527,16259.62,10822.996,9782.35,8481.39,8598.618,7.510579516,4.999315609,4.518624515,3.917690205,3.9718397,6.615430916,-0.815910504
17199,1088.349246,11958.35,13067.72,4884.116,4746.378,7881.81,10.98760351,12.00691786,4.487636683,4.361079881,7.241985998,10.84445939,-1.5137073
17201,1329.068433,26297.838,22717.004,14884.424,13499.516,13760.368,19.78666963,17.09242612,11.19914041,10.15712635,10.35339314,18.87812168,-2.580185275
17203,1366.82184,43104.93,40103.66,40046.4,54102.4,55841,31.53661197,29.34081006,29.29891726,39.58262768,40.8546296,28.34714874,2.887785288
18001,877.815499,57326.4,67590.59,86392.27,75037.082,104984.784,65.30575054,76.99862907,98.41734408,85.48160984,119.5977789,65.74681499,11.70670375
18003,1702.451597,41497.7,27831.622,29708.022,29754.224,31529.75,24.37525982,16.34796669,17.45014193,17.47728044,18.52020349,20.95033026,-1.058079891
18005,1054.00962,16517.21,13972.966,11488.8,9125.06,11822.428,15.6708342,13.25696249,10.90009027,8.657473164,11.21662248,14.64197907,-1.350791277
18007,1052.616465,6808.87,5361.2,7749.7,8640.404,9743.85,6.468519377,5.09321313,7.36232071,8.20850166,9.256790411,5.539502938,0.86918306
18009,427.559407,15123,15798.254,10996.986,14540.992,16526.79,35.37052338,36.94984543,25.72036966,34.00929032,38.65378642,33.41556885,0.362597097
18011,1095.33692,34059.52,22062.32,18474.29,12346.23,7939,31.09501686,20.14203995,16.86630813,11.27162773,7.247998178,28.63748809,-5.656444958
